City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
310,tralee,52.2704,-9.7026,6.07,92,62,1.52,IE,1713584250
311,ribeira brava,32.65,-17.0667,18.73,74,45,2.75,PT,1713584251
312,ola,59.5833,151.2833,3.97,90,14,2.34,RU,1713584251
313,tura,25.5198,90.2201,33.41,36,0,2.91,IN,1713584252
314,maceio,-9.6658,-35.7353,25.69,94,75,1.54,BR,1713584252
315,ilebo,-4.3167,20.5833,21.55,99,100,0.61,CD,1713584253
316,sandnessjoen,66.0217,12.6316,-5.71,60,15,4.58,NO,1713584253
317,dabou,5.3256,-4.3769,27.77,85,13,3.07,CI,1713584254
318,faya-largeau,17.9257,19.1043,29.52,13,0,7.14,TD,1713584254
319,ak'ordat,15.5486,37.8867,26.11,39,11,0.88,ER,1713584255
320,kapuskasing,49.4169,-82.4331,2.05,75,100,7.2,CA,1713584255
321,filingue,14.3521,3.3168,28.04,13,5,2.46,NE,1713584256
322,kinston,35.2627,-77.5816,20.06,88,100,2.06,US,1713584256
323,pandan,14.0453,124.1694,31.16,57,89,2.51,PH,1713584257
324,tavda,58.0425,65.2726,5.94,94,57,1.79,RU,1713584257
325,shimoda,34.6667,138.95,20.61,60,100,2.03,JP,1713584258
326,jieshi,22.8134,115.8257,25.98,87,38,6.26,CN,1713584259
327,camalu,30.85,-116.0667,15.36,84,1,4.18,MX,1713584259
328,mount pearl,47.5166,-52.7813,-1.14,92,20,7.72,CA,1713584143
329,labuan,5.2767,115.2417,31.2,74,20,0.0,MY,1713584260
330,yokadouma,3.5167,15.05,20.2,99,67,0.97,CM,1713584261
331,plouzane,48.3833,-4.6167,8.03,93,0,3.09,FR,1713584261
332,fort bragg,35.139,-79.006,20.08,91,0,1.54,US,1713583995
333,charters towers,-20.1,146.2667,28.5,51,84,1.95,AU,1713583994
334,swakopmund,-22.6833,14.5333,12.47,81,11,1.81,NA,1713583984
335,isla,15.8939,120.3036,37.95,25,0,6.46,PH,1713584263
336,thurso,58.5927,-3.5259,3.14,69,97,2.08,GB,1713584263
337,kimbe,-5.5502,150.1429,30.51,70,71,2.12,PG,1713584264
338,praia,14.9215,-23.5087,26.3,41,0,9.26,CV,1713584264
339,la gi,10.6667,107.7833,31.41,60,40,5.18,VN,1713584265
340,ebon,4.582,168.6964,27.09,82,98,6.13,MH,1713584265
341,labytnangi,66.6572,66.4183,-18.68,90,98,1.94,RU,1713584266
342,novodvinsk,64.4165,40.8122,-4.01,75,100,5.48,RU,1713584266
343,sakakah,29.9697,40.2064,21.76,24,7,1.79,SA,1713584267
344,luwuk,-0.9516,122.7875,29.03,73,93,2.17,ID,1713584267
345,mogadishu,2.0371,45.3438,28.72,81,63,6.09,SO,1713584135
346,usogorsk,63.4106,48.6872,-2.41,86,100,4.57,RU,1713584268
347,flying fish cove,-10.4217,105.6791,24.82,100,75,2.06,CX,1713584269
348,vilyuysk,63.7553,121.6247,0.56,100,100,3.58,RU,1713584269
349,east london,-33.0153,27.9116,19.52,100,100,1.54,ZA,1713584270
350,amble,55.3333,-1.5833,3.08,81,88,3.6,GB,1713584270
351,sandpoint,48.2766,-116.5533,8.08,27,0,4.63,US,1713584271
352,hammerfest,70.6634,23.6821,-4.75,54,11,4.63,NO,1713584271
353,trujillo,-8.116,-79.03,20.98,73,20,2.57,PE,1713584272
354,porto novo,6.4965,2.6036,27.46,83,100,2.22,BJ,1713584273
355,zouerate,22.7187,-12.4521,21.85,38,96,4.38,MR,1713584273
356,san patricio,28.017,-97.5169,24.97,85,36,4.84,US,1713584274
357,penzance,50.1186,-5.5371,7.09,78,12,5.32,GB,1713584274
358,berea,41.3662,-81.8543,10.99,47,100,5.14,US,1713584275
359,vershino-darasunskiy,52.35,115.5167,4.26,47,100,1.61,RU,1713584275
360,carbonear,47.7332,-53.2148,-0.42,89,14,4.5,CA,1713584276
361,cooper's town,26.8667,-77.5167,23.03,75,2,3.81,BS,1713584276
